endTime,artistName,trackName,msPlayed,month
2021-09-20T15:55:00Z,KALEO,All the Pretty Girls,172139,September 2021
2021-09-20T18:08:00Z,KALEO,All the Pretty Girls,269893,September 2021
2021-09-20T18:11:00Z,Kishi Bashi,"Annie, Heart Thief of the Sea",196243,September 2021
2021-09-20T18:13:00Z,Bo Burnham,That Funny Feeling,67198,September 2021
2021-09-21T05:34:00Z,Noah Kahan,Part of Me,239027,September 2021
2021-09-21T05:35:00Z,Noah Kahan,Animal,12833,September 2021
2021-09-21T05:38:00Z,Noah Kahan,Caves,201279,September 2021
2021-09-21T05:41:00Z,Noah Kahan,Bad Luck,191725,September 2021
2021-09-21T05:43:00Z,Noah Kahan,Godlight,99836,September 2021
2021-09-21T05:44:00Z,Noah Kahan,Someone Like You (feat. Joy Oladokun),39658,September 2021
2021-09-21T17:54:00Z,Noah Kahan,Part of Me,239027,September 2021
2021-09-21T17:57:00Z,Noah Kahan,Animal,219554,September 2021
2021-09-21T18:01:00Z,Noah Kahan,Caves,201279,September 2021
2021-09-21T18:04:00Z,Noah Kahan,Bad Luck,191725,September 2021
2021-09-21T18:08:00Z,Noah Kahan,Godlight,247050,September 2021
2021-09-21T18:11:00Z,Noah Kahan,Someone Like You (feat. Joy Oladokun),186552,September 2021
2021-09-21T18:14:00Z,Noah Kahan,Fear Of Water,171760,September 2021
2021-09-21T18:18:00Z,Noah Kahan,Hollow,272272,September 2021
2021-09-21T18:22:00Z,Noah Kahan,Bury Me,194871,September 2021
2021-09-21T18:26:00Z,Noah Kahan,Howling,285401,September 2021
2021-09-21T18:30:00Z,Noah Kahan,Animal,219554,September 2021
2021-09-21T18:33:00Z,Patrick Droney,On Your Way Home,165523,September 2021
2021-09-21T18:36:00Z,Juke Ross,Morning Breeze,194066,September 2021
2021-09-21T18:40:00Z,Birdtalker,Heavy,264320,September 2021
2021-09-21T18:43:00Z,Wingtip,Heartworks,159754,September 2021
2021-09-21T18:46:00Z,Noah Kahan,A Troubled Mind,181750,September 2021
2021-09-21T18:49:00Z,Christian French,i think too much,202779,September 2021
2021-09-21T18:53:00Z,Patrick Droney,Like the Water,216771,September 2021
2021-09-21T18:57:00Z,Yoke Lore,Goodpain,261986,September 2021
2021-09-21T19:00:00Z,The National Parks,As We Ran,200321,September 2021
2021-09-21T19:04:00Z,Noah Kahan,False Confidence,223400,September 2021
2021-09-21T19:38:00Z,Declan J Donovan,Tangerine Skies,12320,September 2021
2021-09-21T19:38:00Z,Wild Rivers,Thinking 'Bout Love,100640,September 2021
2021-09-21T19:40:00Z,WATT,High,4480,September 2021
2021-09-21T19:40:00Z,Rainbow Kitten Surprise,Heart,8117,September 2021
2021-09-21T19:40:00Z,Kishi Bashi,This Must Be the Place (Naive Melody) [by Talking Heads],67242,September 2021
2021-09-21T19:43:00Z,Caamp,"Penny, Heads Up",207186,September 2021
2021-09-21T19:46:00Z,DISPATCH,As Old As I,147266,September 2021
2021-09-21T19:50:00Z,Sumbuck,Tigersharks,257758,September 2021
2021-09-21T19:54:00Z,Mihali,Breathe and Let Go,239706,September 2021
2021-09-21T19:58:00Z,Grady Spencer & the Work,Things to Do,245053,September 2021
2021-09-21T20:02:00Z,Caamp,26,235415,September 2021
2021-09-21T20:06:00Z,DISPATCH,Only the Wild Ones,253165,September 2021
2021-09-21T20:09:00Z,Blitzen Trapper,Requiem,213525,September 2021
2021-09-21T20:12:00Z,Carly King,"Mountains, Alone.",180300,September 2021
2021-09-21T20:17:00Z,The Arcadian Wild,Rain Clouds,298106,September 2021
2021-09-21T20:20:00Z,Lord Huron,Not Dead Yet,177366,September 2021
2021-09-21T20:22:00Z,Moonshiner Collective,Back Up Again,144799,September 2021
2021-09-21T20:29:00Z,Fever Dolls,All the Best Debts,404250,September 2021
2021-09-21T20:33:00Z,DISPATCH,Elevator Operator,258133,September 2021
2021-09-21T20:38:00Z,Booty&theKidd,The Vine,258493,September 2021
2021-09-22T01:38:00Z,Caamp,Peach Fuzz,224360,September 2021
2021-09-22T01:42:00Z,Sure Sure,Warm Animal,211146,September 2021
2021-09-22T01:45:00Z,Mike Mains & The Branches,Briggs,194736,September 2021
2021-09-22T01:48:00Z,Caamp,All the Debts I Owe,193048,September 2021
2021-09-22T01:51:00Z,DISPATCH,One by One,153813,September 2021
2021-09-22T01:54:00Z,Guthrie Brown,Wild Child,209653,September 2021
2021-09-22T01:59:00Z,The Last Revel,Engine Trouble,285306,September 2021
2021-09-22T02:02:00Z,Shoos Off,Foodcoma,228602,September 2021
2021-09-22T02:05:00Z,Caamp,Common Man,133477,September 2021
2021-09-22T02:09:00Z,Beta Radio,Bees and Swans,250226,September 2021
2021-09-22T02:13:00Z,DISPATCH,Break Our Fall,270066,September 2021
2021-09-22T02:17:00Z,Jonathan Tyler,Old Friend,265802,September 2021
2021-09-22T02:22:00Z,Croy and the Boys,Don't Let Me Die in Waco,268794,September 2021
2021-09-22T02:27:00Z,Lord Huron,Ends of the Earth,284146,September 2021
2021-09-22T02:30:00Z,Caamp,Square One,186794,September 2021
2021-09-22T02:33:00Z,Michael Franti & Spearhead,Good Day for a Good Day,190288,September 2021
2021-09-22T02:37:00Z,Taylor Ashton,Nicole,230561,September 2021
2021-09-22T02:40:00Z,Briscoe,Sailing Away,210133,September 2021
2021-09-22T04:19:00Z,The Weeks,Two Moons,199876,September 2021
2021-09-22T04:24:00Z,John Vincent III,City Rain,285217,September 2021
2021-09-22T04:28:00Z,Taylor McCall,So Damn Lucky,243664,September 2021
2021-09-22T04:32:00Z,DISPATCH,Pour Into You,241986,September 2021
2021-09-22T04:36:00Z,Brent Cobb,Keep 'Em on They Toes,19864,September 2021
2021-09-22T04:36:00Z,Madaila,I Don't Want to Rest,253373,September 2021
2021-09-22T04:40:00Z,The Wilder Blue,Feelin' the Miles,257192,September 2021
2021-09-22T04:45:00Z,Champagne Lane,Golden Hour,278010,September 2021
2021-09-22T04:48:00Z,Dawes,Who Do You Think You're Talking To?,199413,September 2021
2021-09-22T04:53:00Z,Railroad Earth,It's So Good,289152,September 2021
2021-09-22T04:58:00Z,Caamp,"So Long, Honey",291761,September 2021
2021-09-22T05:01:00Z,Hollow Coves,The Open Road,200133,September 2021
2021-09-22T05:05:00Z,The Bones of J.R. Jones,Bad Moves,246800,September 2021
2021-09-22T05:08:00Z,Josiah and the Bonnevilles,Daisy,178706,September 2021
2021-09-22T05:10:00Z,DISPATCH,Born On Earth,149986,September 2021
2021-09-22T05:14:00Z,The Riverside,"Oregon, Virginia",234500,September 2021
2021-09-22T05:18:00Z,Michigan Rattlers,Desert Heat,214564,September 2021
2021-09-22T05:18:00Z,Champagne Lane,Golden Hour,11114,September 2021
2021-09-22T05:21:00Z,Pony Bradshaw,Van Gogh,172840,September 2021
2021-09-22T05:25:00Z,DISPATCH,Break Our Fall,270066,September 2021
2021-09-22T05:28:00Z,The Ghost of Paul Revere,After Many Miles,150413,September 2021
2021-09-22T05:31:00Z,Delta Spirit,It Ain’t Easy,200946,September 2021
2021-09-22T05:35:00Z,DISPATCH,Only the Wild Ones,253165,September 2021
2021-09-22T05:38:00Z,Oliver Hazard,Dandelion,186503,September 2021
2021-09-22T13:33:00Z,Family and Friends,Amadeus,103656,September 2021
2021-09-22T13:36:00Z,Noah Kahan,Part of Me,239027,September 2021
2021-09-22T13:41:00Z,Noah Kahan,Animal,219554,September 2021
2021-09-22T13:44:00Z,Noah Kahan,Caves,201279,September 2021
2021-09-22T13:47:00Z,Noah Kahan,Bad Luck,191725,September 2021
2021-09-22T13:49:00Z,Noah Kahan,Godlight,122332,September 2021
2021-09-22T19:21:00Z,Noah Kahan,Part of Me,239027,September 2021
2021-09-22T19:24:00Z,Noah Kahan,Animal,219554,September 2021
2021-09-22T23:39:00Z,Noah Kahan,Caves,201279,September 2021
2021-09-22T23:42:00Z,Noah Kahan,Bad Luck,191725,September 2021
2021-09-22T23:45:00Z,Noah Kahan,Godlight,164382,September 2021
2021-09-23T18:07:00Z,Noah Kahan,Godlight,2069,September 2021
2021-09-23T18:10:00Z,Noah Kahan,Someone Like You (feat. Joy Oladokun),186552,September 2021
2021-09-23T18:13:00Z,Noah Kahan,Fear Of Water,171760,September 2021
2021-09-23T18:18:00Z,Noah Kahan,Hollow,272272,September 2021
2021-09-23T18:22:00Z,Noah Kahan,Bury Me,194871,September 2021
2021-09-23T18:24:00Z,Noah Kahan,Howling,103617,September 2021
2021-09-23T20:53:00Z,Noah Kahan,Howling,181791,September 2021
2021-09-23T20:57:00Z,Noah Kahan,Animal,219554,September 2021
2021-09-23T21:00:00Z,Mt. Joy,Silver Lining,198600,September 2021
2021-09-23T21:03:00Z,Jake Scott,Favorite T-Shirt,184440,September 2021
2021-09-23T21:06:00Z,Joy Oladokun,look up,213933,September 2021
2021-09-25T18:54:00Z,Escape the Fate,Situations,8426,September 2021
2021-09-25T18:55:00Z,Escape the Fate,One For the Money,6933,September 2021
2021-09-27T18:05:00Z,The Bones of J.R. Jones,Bad Moves,68350,September 2021
2021-09-27T18:07:00Z,Houndmouth,Some Paradise,68090,September 2021
2021-09-27T18:10:00Z,Pandas & People,Bad Honey,206465,September 2021
2021-09-27T18:11:00Z,American Aquarium,The Luckier You Get,75424,September 2021
2021-09-27T18:12:00Z,Mountain Brews,Mountain Brews,55750,September 2021
2021-09-28T17:04:00Z,Noah Kahan,Part of Me,185,September 2021
2021-09-28T17:04:00Z,Shoffy,Cool Again,187121,September 2021
2021-09-28T17:08:00Z,Sumbuck,We Will Dance Again,229653,September 2021
2021-09-28T17:13:00Z,Mac Miller,Colors and Shapes,331104,September 2021
2021-09-28T20:35:00Z,Coldplay,My Universe,3925,September 2021
2021-09-28T20:39:00Z,Lord Huron,Ends of the Earth,284146,September 2021
2021-09-28T20:44:00Z,Calum Scott,Dancing On My Own,260285,September 2021
2021-09-28T20:47:00Z,Hippo Campus,Buttercup,226610,September 2021
2021-09-28T20:50:00Z,Saint Motel,Sweet Talk,192040,September 2021
2021-09-28T22:06:00Z,Flipturn,Chicago,319821,September 2021
2021-09-28T22:09:00Z,Lord Huron,The Night We Met,208211,September 2021
2021-09-28T22:12:00Z,Weezer,All My Favorite Songs (feat. AJR),170720,September 2021
2021-09-28T22:16:00Z,The White Stripes,Seven Nation Army,232106,September 2021
2021-09-28T22:19:00Z,The Killers,Mr. Brightside,222973,September 2021
2021-09-28T22:22:00Z,Mat Kearney,Kings & Queens,189986,September 2021
2021-09-28T22:30:00Z,Coldplay,My Universe,178145,September 2021
2021-09-28T22:31:00Z,Los Elk,Neighbor,191694,September 2021
2021-09-29T06:15:00Z,Los Elk,Neighbor,66279,September 2021
2021-09-29T06:19:00Z,Bronze Radio Return,With Me All Along,226710,September 2021
2021-09-29T06:22:00Z,Panic! At The Disco,"Hey Look Ma, I Made It",169666,September 2021
2021-09-29T06:25:00Z,Goth Babe,Moments / Tides,204126,September 2021
2021-09-29T17:04:00Z,Rainbow Kitten Surprise,Heart,219696,September 2021
2021-09-29T17:08:00Z,LUTHI,Milk and Honey,209193,September 2021
2021-09-29T17:11:00Z,.wavrunner,"uh huh, i like it",190955,September 2021
2021-09-29T17:14:00Z,Noah Kahan,Animal,219554,September 2021
2021-09-29T17:42:00Z,Caamp,"Penny, Heads Up",207186,September 2021
2021-09-29T17:45:00Z,DISPATCH,Born On Earth,149986,September 2021
2021-09-29T17:49:00Z,Animal Years,Caroline,144294,September 2021
2021-09-29T17:50:00Z,Devon Gilfillian,High,69240,September 2021
2021-09-29T20:06:00Z,Devon Gilfillian,High,19570,September 2021
2021-09-29T20:10:00Z,Brent Cobb,Feet Off The Ground (feat. Jade Bird),214610,September 2021
2021-09-29T20:13:00Z,S. Grant Parker,No Fire,228426,September 2021
2021-09-29T20:15:00Z,Jester,See You Tomorrow,96283,September 2021
2021-09-29T21:13:00Z,Armors,Portland,77506,September 2021
2021-09-29T21:16:00Z,Caamp,"Penny, Heads Up",207186,September 2021
2021-09-29T21:18:00Z,DISPATCH,Born On Earth,149986,September 2021
2021-09-29T21:22:00Z,Animal Years,Caroline,211733,September 2021
2021-09-29T21:25:00Z,Devon Gilfillian,High,187651,September 2021
2021-09-29T21:26:00Z,Brent Cobb,Feet Off The Ground (feat. Jade Bird),51804,September 2021
2021-09-29T22:45:00Z,Jester,See You Tomorrow,7394,September 2021
2021-09-29T22:48:00Z,Bantams,Pennsylvania,169442,September 2021
2021-09-29T22:55:00Z,Sumbuck,Run so Wild,276538,September 2021
2021-09-29T22:56:00Z,S. Grant Parker,No Fire,72562,September 2021
2021-09-29T22:56:00Z,Mangas Colorado,Call You Home,110189,September 2021
2021-09-29T23:00:00Z,Caamp,Iffy,236348,September 2021
2021-09-29T23:04:00Z,The Dirty Guv'nahs,Ever Start to Wonder,236282,September 2021
2021-09-29T23:09:00Z,Bombargo,Let It Grow,247537,September 2021
2021-09-29T23:11:00Z,DISPATCH,One by One,153813,September 2021
2021-09-29T23:14:00Z,Halleway,Found,204226,September 2021
2021-09-29T23:19:00Z,Caamp,"Fall, Fall, Fall",281180,September 2021
2021-09-29T23:23:00Z,Happy Belated,The Plural of Moose Is Moose,238000,September 2021
2021-09-29T23:26:00Z,Carly King,"Mountains, Alone.",180300,September 2021
2021-09-29T23:30:00Z,The Riverside,"Oregon, Virginia",234500,September 2021
2021-09-29T23:33:00Z,The Lone Bellow,Count On Me,160600,September 2021
2021-09-29T23:35:00Z,Sumbuck,Weekend,147000,September 2021
2021-09-29T23:40:00Z,DISPATCH,Elevator Operator,258133,September 2021
2021-09-29T23:40:00Z,Look Homeward,Steamboat,52777,September 2021
2021-09-29T23:43:00Z,Sumbuck,Kid,178998,September 2021
2021-09-29T23:49:00Z,Little Bird,Made in the Shade (Fool),331082,September 2021
2021-09-29T23:54:00Z,Oliver Hazard,Dandelion,24830,September 2021
2021-09-29T23:54:00Z,DISPATCH,Second Class Soldier,293920,September 2021
2021-09-30T07:21:00Z,Ludwig van Beethoven,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",25962,September 2021
2021-09-30T07:21:00Z,Ludwig van Beethoven,"Bagatelle No. 25 in A Minor, ""Für Elise"", WoO 59",20480,September 2021
2021-09-30T07:22:00Z,Wolfgang Amadeus Mozart,"Piano Sonata No. 11 in A Major, K. 331: 1. Tema (Andante grazioso) con variazioni",16703,September 2021
2021-09-30T07:22:00Z,Wolfgang Amadeus Mozart,"Mozart: Piano Sonata No. 11 in A Major, Op. 6 No. 2, K. 331 ""Alla Turca"": III. Allegretto. Turkish March",37909,September 2021
2021-09-30T07:22:00Z,Wolfgang Amadeus Mozart,"Piano Sonata No. 11 in A Major, K. 331: 2. Menuetto",11989,September 2021
2021-09-30T07:23:00Z,Wolfgang Amadeus Mozart,"Piano Sonata No. 11 in A Major, K. 331: 3. Alla turca. Allegretto",16362,September 2021
2021-09-30T16:07:00Z,Noah Kahan,False Confidence,1024,September 2021
2021-09-30T16:07:00Z,Noah Kahan,False Confidence,77024,September 2021
2021-09-30T16:07:00Z,Noah Kahan,False Confidence,6400,September 2021
2021-09-30T16:07:00Z,Noah Kahan,False Confidence,1567,September 2021
2021-09-30T16:08:00Z,Noah Kahan,False Confidence,43583,September 2021
2021-09-30T16:11:00Z,Caamp,Down the River,183821,September 2021
2021-09-30T16:16:00Z,DISPATCH,Break Our Fall,270066,September 2021
2021-09-30T16:19:00Z,Futurebirds,Trippin',217280,September 2021
2021-09-30T16:22:00Z,Ashes To Amber,SAND PEOPLE,187008,September 2021
2021-09-30T16:26:00Z,The Revelries,Blonde Hair. Blue Eyes,211269,September 2021
2021-09-30T17:30:00Z,Jared & The Mill,Messengers,277613,September 2021
2021-09-30T17:34:00Z,Caamp,Song for a Friend,198101,September 2021
2021-09-30T17:38:00Z,Third Eye Blind,Semi-Charmed Life,268360,September 2021
2021-09-30T17:41:00Z,Briscoe,Sailing Away,210133,September 2021
2021-09-30T18:34:00Z,DISPATCH,May We All,162901,September 2021
2021-09-30T18:35:00Z,Caamp,Full Moon Song,86831,September 2021
2021-09-30T18:49:00Z,DISPATCH,Pour Into You,241986,September 2021
2021-09-30T18:52:00Z,The Ballroom Thieves,Bees,190120,September 2021
2021-09-30T18:56:00Z,Pandas & People,Bad Honey,206465,September 2021
2021-09-30T19:01:00Z,Tyler Lyle,Ditchdigger,313368,September 2021
2021-09-30T19:04:00Z,Richy Mitch & The Coal Miners,Somersault,207529,September 2021
2021-10-01T17:05:00Z,Dan & Drum,Yippie Ki Yay,67783,October 2021
2021-10-01T17:10:00Z,Noah Kahan,Part of Me,239027,October 2021
2021-10-01T17:12:00Z,Los Elk,Neighbor,92543,October 2021
2021-10-01T17:15:00Z,BabyJake,Bread & Butter,203480,October 2021
2021-10-01T17:19:00Z,Ben Hon,Salt (NLMG),202840,October 2021
2021-10-01T17:23:00Z,KALEO,I Want More,212392,October 2021
2021-10-01T17:27:00Z,Connor Kelly & The Time Warp,Hawaii Mustang,55211,October 2021
2021-10-01T17:27:00Z,Matt Maeson,Hallucinogenics - Seeb Remix,225903,October 2021
2021-10-01T17:31:00Z,Weezer,Island In The Sun,200306,October 2021
2021-10-01T17:34:00Z,Caleb Blair,Tropicana,229811,October 2021
2021-10-01T17:37:00Z,Noah Kahan,Someone Like You (feat. Joy Oladokun),82012,October 2021
2021-10-01T17:40:00Z,Caamp,Down the River,183821,October 2021
2021-10-01T18:27:00Z,Two Friends,Emily,206490,October 2021
2021-10-01T18:30:00Z,Bryce Vine,Glamorama,191160,October 2021
2021-10-01T18:31:00Z,KALEO,All the Pretty Girls,33137,October 2021
2021-10-02T01:17:00Z,Bryce Vine,Glamorama,191160,October 2021
2021-10-02T01:21:00Z,KALEO,All the Pretty Girls,269893,October 2021
2021-10-02T01:24:00Z,Kishi Bashi,"Annie, Heart Thief of the Sea",196243,October 2021
2021-10-02T01:29:00Z,Bo Burnham,That Funny Feeling,276541,October 2021
2021-10-02T22:31:00Z,Bryce Vine,Glamorama,191160,October 2021
2021-10-02T22:38:00Z,KALEO,All the Pretty Girls,269893,October 2021
2021-10-02T22:40:00Z,Kishi Bashi,"Annie, Heart Thief of the Sea",107831,October 2021
2021-10-04T18:11:00Z,Vance Joy,Missing Piece,217408,October 2021
2021-10-04T18:15:00Z,Ben Rector,Range Rover,200346,October 2021
2021-10-04T18:16:00Z,The Ghost of Paul Revere,Love At Your Convenience,34754,October 2021
2021-10-05T19:45:00Z,Kishi Bashi,"Annie, Heart Thief of the Sea",11018,October 2021
2021-10-05T19:48:00Z,Vance Joy,Missing Piece,217408,October 2021
2021-10-05T19:51:00Z,Ben Rector,Range Rover,200346,October 2021
2021-10-05T19:55:00Z,The Ghost of Paul Revere,Love At Your Convenience,213920,October 2021
2021-10-05T19:58:00Z,Wingtip,Hope They Love You,175748,October 2021
2021-10-05T20:01:00Z,Stop Light Observations,8teen,215522,October 2021
2021-10-05T20:05:00Z,Bad Suns,Baby Blue Shades,220580,October 2021
2021-10-05T20:16:00Z,Walk Off the Earth,Anthem,159720,October 2021
2021-10-05T20:20:00Z,Bennett,Stressing,213707,October 2021
2021-10-06T02:30:00Z,The Ghost of Paul Revere,Love At Your Convenience,3790,October 2021
2021-10-06T02:30:00Z,Them Coulee Boys,10 ft. Tall,206564,October 2021
2021-10-06T02:33:00Z,Wingtip,Hope They Love You,175748,October 2021
2021-10-06T02:37:00Z,Bad Suns,Baby Blue Shades,16335,October 2021
2021-10-06T02:37:00Z,Stop Light Observations,8teen,215522,October 2021
2021-10-06T18:37:00Z,Bad Suns,Baby Blue Shades,204230,October 2021
2021-10-06T18:39:00Z,Walk Off the Earth,Anthem,159720,October 2021
2021-10-06T19:05:00Z,Bad Suns,Baby Blue Shades,2320,October 2021
2021-10-06T19:05:00Z,Walk Off the Earth,Anthem,1400,October 2021
2021-10-06T19:05:00Z,Bennett,Stressing,2010,October 2021
2021-10-06T19:09:00Z,Them Coulee Boys,10 ft. Tall,222880,October 2021
2021-10-06T19:12:00Z,Mo Lowda & the Humble,6-7,214860,October 2021
2021-10-06T19:14:00Z,Wood & Wire,John,96149,October 2021
2021-10-06T19:18:00Z,Bennett,Stressing,37850,October 2021
2021-10-06T21:14:00Z,The Strike,Devils In The Canyon,205821,October 2021
2021-10-06T21:15:00Z,My.,Better,89518,October 2021
2021-10-07T01:15:00Z,Ben Kweller,American Cigarettes,218717,October 2021
2021-10-07T01:15:00Z,Ben Sollee,The Wires,20355,October 2021
2021-10-07T01:20:00Z,Hot Buttered Rum,Something Beautiful,245750,October 2021
2021-10-07T01:24:00Z,Arlie,didya think,200466,October 2021
2021-10-07T01:26:00Z,Leftover Salmon,Southern Belle,102063,October 2021
2021-10-07T18:06:00Z,Leftover Salmon,Southern Belle,15664,October 2021
2021-10-07T18:08:00Z,Night Spins,Knockin',42400,October 2021
2021-10-07T18:08:00Z,David Morris,Settle Down,108970,October 2021
2021-10-07T18:09:00Z,Goose,Butter Rum,47520,October 2021
2021-10-07T18:09:00Z,MisterWives,SUPERBLOOM,15590,October 2021
2021-10-07T18:10:00Z,Izaak Opatz,Drunk on a Plane,35180,October 2021
2021-10-07T18:13:00Z,RAC,MIA,152373,October 2021
2021-10-07T18:16:00Z,Wordsplayed,Grand Budapest,192300,October 2021
2021-10-07T18:17:00Z,Max Drazen,Ruins,63685,October 2021
2021-10-07T18:18:00Z,Slightly Stoopid,One More Night,29890,October 2021
2021-10-07T18:21:00Z,Brian Dunne,Taxi,186590,October 2021
2021-10-07T19:14:00Z,Vance Joy,Missing Piece,217408,October 2021
2021-10-07T19:17:00Z,Ben Rector,Range Rover,200346,October 2021
2021-10-07T19:21:00Z,The Ghost of Paul Revere,Love At Your Convenience,213920,October 2021
2021-10-07T19:23:00Z,Wingtip,Hope They Love You,175748,October 2021
2021-10-07T19:56:00Z,Stop Light Observations,8teen,215522,October 2021
2021-10-07T19:59:00Z,Bad Suns,Baby Blue Shades,220580,October 2021
2021-10-08T01:44:00Z,Walk Off the Earth,Anthem,159720,October 2021
2021-10-08T01:48:00Z,Bennett,Stressing,213707,October 2021
2021-10-08T01:51:00Z,Them Coulee Boys,10 ft. Tall,222880,October 2021
2021-10-08T01:55:00Z,Mo Lowda & the Humble,6-7,214860,October 2021
2021-10-08T01:58:00Z,Wood & Wire,John,175466,October 2021
2021-10-08T02:01:00Z,The Strike,Devils In The Canyon,205821,October 2021
2021-10-08T02:04:00Z,My.,Better,168018,October 2021
2021-10-08T02:07:00Z,Ben Kweller,American Cigarettes,218717,October 2021
2021-10-08T02:12:00Z,Ben Sollee,The Wires,276979,October 2021
2021-10-08T04:42:00Z,Hot Buttered Rum,Something Beautiful,157408,October 2021
2021-10-08T07:22:00Z,Geek Music,Interstellar- Main Theme,265278,October 2021
2021-10-08T07:26:00Z,Ben Sollee,The Wires,3008,October 2021
2021-10-08T07:26:00Z,Vasaria Project,"Don't Look Behind - From ""Black Lagoon""",5215,October 2021
2021-10-08T07:26:00Z,The Ghost of Paul Revere,Love At Your Convenience,12000,October 2021
2021-10-08T07:26:00Z,Arlie,didya think,8373,October 2021
2021-10-08T13:09:00Z,Caamp,Down the River,183821,October 2021
2021-10-08T13:13:00Z,Ben Rector,Range Rover,200346,October 2021
2021-10-08T13:16:00Z,Two Friends,Emily,206490,October 2021
2021-10-08T13:19:00Z,Bryce Vine,Glamorama,191160,October 2021
2021-10-08T13:20:00Z,KALEO,All the Pretty Girls,48522,October 2021
2021-10-08T18:56:00Z,RAC,MIA,152373,October 2021
2021-10-08T19:08:00Z,Wordsplayed,Grand Budapest,192300,October 2021
2021-10-08T19:11:00Z,Max Drazen,Ruins,191136,October 2021
2021-10-08T19:15:00Z,Slightly Stoopid,One More Night,225733,October 2021
2021-10-08T19:16:00Z,Brian Dunne,Taxi,72210,October 2021
2021-10-08T19:19:00Z,Ryan Caraveo,Peanut Butter Waffles,193600,October 2021
2021-10-08T19:23:00Z,Rome & Duddy,And It Stoned Me,235700,October 2021
2021-10-08T19:27:00Z,Vance Joy,Missing Piece,217408,October 2021
2021-10-08T19:31:00Z,Ben Rector,Range Rover,200346,October 2021
2021-10-08T19:42:00Z,The Ghost of Paul Revere,Love At Your Convenience,213920,October 2021
2021-10-08T19:45:00Z,Wingtip,Hope They Love You,175748,October 2021
2021-10-09T01:13:00Z,Caamp,Down the River,183821,October 2021
2021-10-09T01:13:00Z,Two Friends,Emily,15080,October 2021
2021-10-09T01:16:00Z,Bryce Vine,Glamorama,191160,October 2021
2021-10-09T01:21:00Z,KALEO,All the Pretty Girls,269893,October 2021
2021-10-09T01:22:00Z,Stop Light Observations,8teen,78926,October 2021
2021-10-09T01:24:00Z,Kishi Bashi,"Annie, Heart Thief of the Sea",196243,October 2021
2021-10-09T01:30:00Z,Bo Burnham,That Funny Feeling,301110,October 2021
2021-10-09T01:32:00Z,Pony Bradshaw,Van Gogh,131800,October 2021
2021-10-09T23:49:00Z,Ben Rector,Range Rover,200346,October 2021
2021-10-10T01:09:00Z,Noah Kahan,Animal,1440,October 2021
2021-10-10T01:09:00Z,DISPATCH,The Poet Nurse And The Identical Queen,5450,October 2021
2021-10-10T01:09:00Z,Kiss the Fish,Never Street,13070,October 2021
2021-10-10T01:16:00Z,Bryce Vine,Glamorama,187810,October 2021
2021-10-11T16:28:00Z,The Ghost of Paul Revere,Love At Your Convenience,170434,October 2021
2021-10-11T16:31:00Z,One11Twenty,Two Summers,204000,October 2021
2021-10-11T16:34:00Z,JR JR,Good Old Days,204428,October 2021
2021-10-11T16:38:00Z,LaPeer,Pretty Girl,247603,October 2021
2021-10-11T20:02:00Z,Motherfolk,Salt Lake City,231975,October 2021
2021-10-11T20:05:00Z,Nick Horn,Hungry Amoeba,221363,October 2021
2021-10-11T20:09:00Z,John Chuck & the Class,June,253655,October 2021
2021-10-11T20:12:00Z,East Love,Sweet Arizona,183866,October 2021
2021-10-11T20:16:00Z,Shwayze,Travelin',239198,October 2021
2021-10-11T20:20:00Z,Rence,Endless,206132,October 2021
2021-10-11T20:23:00Z,The Unlikely Candidates,High Low,184473,October 2021
2021-10-11T20:26:00Z,Tigers in the Sky,Another State,173226,October 2021
2021-10-11T20:28:00Z,Katastro,The Way I Feel,157640,October 2021
2021-10-11T20:31:00Z,Medium Build,Rabbit,207248,October 2021
2021-10-11T20:35:00Z,Stephen Wilson Jr.,Year to Be Young 1994,200898,October 2021
2021-10-11T20:38:00Z,Tor Miller,The Dirt,225857,October 2021
2021-10-11T20:42:00Z,The Elovaters,Margaritas (with Orange Grove),217408,October 2021
2021-10-11T20:46:00Z,Dante Elephante,Call Me (On the Phone),245146,October 2021
2021-10-11T21:22:00Z,Box the Oxford,1922,214382,October 2021
2021-10-11T21:25:00Z,Humming House,Companion,172478,October 2021
2021-10-11T21:30:00Z,Grady Spencer & the Work,Neon Moon,317457,October 2021
2021-10-11T21:35:00Z,Night Cap,Everest,286185,October 2021
2021-10-11T21:39:00Z,AFTM,You and I,276975,October 2021
2021-10-11T21:42:00Z,Jam in the Van,"Feels Good To Be Me - Live Session, Nashville, TN, 2019",197046,October 2021
2021-10-11T21:45:00Z,Grayson Erhard,Karma,192180,October 2021
2021-10-11T21:49:00Z,Coast Modern,Sunshine Time,211040,October 2021
2021-10-11T21:54:00Z,Still Time,Old Soul,305240,October 2021
2021-10-11T21:57:00Z,Brendan James,Yellow Lines,212373,October 2021
2021-10-11T22:01:00Z,Jaguar Dreams,Just Life,237757,October 2021
2021-10-11T22:05:00Z,The Federal Empire,Bad Habits,258000,October 2021
2021-10-11T22:09:00Z,Matt Maeson,Hallucinogenics,187173,October 2021
2021-10-12T02:02:00Z,One11Twenty,Two Summers,204000,October 2021
2021-10-12T02:06:00Z,JR JR,Good Old Days,204428,October 2021
